2025-05-07 10:07:46.252898,data scientist,15,7,article
2025-05-07 10:09:06.727430,data scientist,15,7,article
2025-05-07 10:09:09.530608,data scientist,15,7,article
2025-05-07 10:10:05.260396,Data scientist,15,7,article
2025-05-07 10:12:10.782278,data scientist,15,7,article
2025-05-07 10:14:12.053265,data scientist,15,7,article
2025-05-07 10:15:36.682366,data scientist,15,7,article
2025-05-07 10:19:03.605759,data scientist,15,7,article
2025-05-07 10:19:46.071388,data scientist,15,7,article
2025-05-07 10:31:27.878615,data scientist,15,7,article
2025-05-07 10:32:39.439837,data scientist,15,7,article
2025-05-07 10:33:29.225441,data scientist,15,7,article
2025-05-07 10:39:30.159252,data scientist,15,7,article
2025-05-07 10:53:01.832039,data scientist,15,7,article
2025-05-07 10:53:59.577609,data scientist,15,7,article
2025-05-07 11:00:14.145136,data scientist,15,7,article
2025-05-07 11:07:21.474094,data scientist,15,7,article
2025-05-07 11:08:07.102434,data scientist,15,7,article
2025-05-07 11:16:40.809105,data scientist,15,7,article
2025-05-07 11:17:31.572324,data scientist,15,7,article
2025-05-07 11:19:17.707923,data scientist,15,7,article
2025-05-07 11:20:22.762576,data scientist,15,7,article
2025-05-07 11:20:43.632128,data scientist,15,7,article
2025-05-07 11:21:41.177743,data scientist,15,7,article
2025-05-07 11:22:34.562398,data scientist,15,7,article
2025-05-07 11:23:29.837671,data scientist,15,7,article
2025-05-07 11:24:46.050120,data scientist,15,7,article
2025-05-07 11:25:45.302213,data scientist,15,7,article
2025-05-07 11:30:46.206837,data scientist,15,7,article
2025-05-07 13:03:26.567563,data scientist,15,7,article
2025-05-07 15:45:07.818470,data scientist,15,7,article
2025-05-07 15:55:32.882361,data scientist,15,7,article
2025-05-07 15:55:36.188065,data scientist,15,7,article
2025-05-07 15:55:48.219012,data scientist,15,7,article
2025-05-07 16:01:57.814982,data scientist,15,7,article
2025-05-07 16:02:13.239316,data scientist,15,7,article
2025-05-07 16:07:08.181411,data scientist,15,7,article
2025-05-07 16:07:25.747829,data scientist,15,7,article
2025-05-07 16:29:09.810229,data scientist,15,7,article
2025-05-07 16:30:46.616802,data scientist,15,7,article
2025-05-07 16:30:50.759670,data scientist,15,7,article
2025-05-07 16:32:52.210384,data scientist,15,7,article
2025-05-07 16:44:21.307708,data scientist,15,7,article
2025-05-07 16:45:15.271897,data scientist,15,7,article
2025-05-07 16:45:45.250396,data scientist,15,7,article
2025-05-07 16:45:57.144317,data scientist,15,7,article
2025-05-07 16:46:00.149664,data scientist,15,7,article
2025-05-07 18:26:02.955901,DAta scientist,15,7,article
2025-05-07 18:44:01.644994,DAta scientist,15,7,article
2025-05-07 18:44:05.323610,DAta scientist,15,7,article
2025-05-07 18:44:21.441706,dAta scientist,15,7,article
2025-05-07 18:45:20.143322,dAta scientist,15,7,article
2025-05-07 18:51:31.028640,data scientist,15,7,article
2025-05-07 18:54:06.732923,data scientist,15,7,article
2025-05-07 18:56:34.266790,data scientist,15,7,article
2025-05-07 18:56:50.202402,data scientist,15,7,article
2025-05-07 18:56:52.364200,data scientist,15,7,article
2025-05-07 18:57:10.426237,data scientist,15,7,article
2025-05-07 19:02:46.060142,dAta scientist,15,7,article
2025-05-07 19:02:50.960123,dAta scientist,15,7,article
2025-05-07 19:03:43.863964,data scientist,15,7,article
2025-05-07 19:04:29.343795,data scientist,15,7,article
2025-05-07 19:04:31.782606,data scientist,15,7,article
2025-05-07 19:04:46.704218,data scientist,15,7,article
2025-05-07 19:04:49.669952,data scientist,15,7,article
2025-05-07 19:05:00.860886,data scientist,15,7,article
2025-05-07 19:07:47.489727,data scientist,15,7,article
2025-05-07 19:14:29.240127,data scientist,15,7,article
2025-05-07 21:18:44.345997,data scientist,15,7,article
2025-05-07 21:22:28.865349,data scientist,15,7,article
2025-05-07 21:22:31.803457,data scientist,15,7,article
2025-05-07 21:22:49.339328,data scientist,15,7,article
2025-05-07 21:23:25.543034,data scientist,12,6,article
2025-05-07 21:31:49.641284,data scientist,12,6,article
2025-05-07 21:34:43.132175,data scientist,12,6,article
2025-05-07 21:38:26.978056,data scientist,12,6,article
2025-05-07 21:39:10.676372,data scientist,12,6,article
2025-05-07 21:43:05.634379,data scientist,12,6,article
2025-05-07 21:44:35.001959,data scientist,12,6,article
2025-05-07 21:45:20.588103,data scientist,12,6,article
2025-05-07 21:45:31.516327,data scientist,12,6,article
2025-05-07 21:48:22.816845,data scientist,12,6,article
2025-05-08 12:53:49.563436,data scientist,15,7,article
2025-05-08 12:53:58.526356,data scientist,15,7,article
2025-05-08 12:54:40.701823,data scientist,15,7,article
2025-05-08 12:56:33.899377,data scientist,15,7,article
2025-05-08 12:59:37.922545,data scientist,15,7,article
2025-05-08 13:00:18.971014,data scientist,13,2,article
2025-05-08 13:00:56.970514,data scientist,13,2,article
2025-05-08 13:01:28.420876,data scientist,2,2,article
2025-05-08 13:04:17.446195,data scientist,2,2,article
2025-05-08 13:04:58.235608,data scientist,2,2,article
2025-05-08 13:05:07.512969,data scientist,15,7,article
2025-05-08 13:14:38.351103,data scientist,15,7,article
2025-05-08 13:14:48.155691,d,2,5,article
